timestamp,trade_imbalance,total_volume,num_trades
2025-10-27 05:15:00+00:00,-21233.394902,75522.158936,262
2025-10-27 06:00:00+00:00,-16973.523717999997,177774.315394,266
2025-10-27 06:45:00+00:00,-8123.601519999999,66944.189894,197
2025-10-27 07:30:00+00:00,60977.53285000001,474858.789776,258
2025-10-27 08:15:00+00:00,20881.268042000003,218964.90843,299
2025-10-27 09:00:00+00:00,90102.323888,270272.924724,474
2025-10-27 09:45:00+00:00,92078.03476600001,382247.26732,499
2025-10-27 10:30:00+00:00,133090.818424,194072.131412,328
2025-10-27 11:15:00+00:00,179026.134214,294319.38593,357
2025-10-27 12:00:00+00:00,10750.378256,65785.504108,185
2025-10-27 12:45:00+00:00,501254.559622,979872.765528,394
2025-10-27 13:30:00+00:00,144509.29238,340279.805962,433
2025-10-27 14:15:00+00:00,301913.21704,699916.427868,501
2025-10-27 15:00:00+00:00,23129.070724,312209.381136,558
2025-10-27 15:45:00+00:00,51792.783898,269176.55773,517
2025-10-27 16:30:00+00:00,41295.069756000004,779859.535926,711
2025-10-27 17:15:00+00:00,71447.481966,244837.85152999999,522
2025-10-27 18:00:00+00:00,44083.423502,173587.70936,452
2025-10-27 18:45:00+00:00,93492.104096,239590.25678599998,311
2025-10-27 19:30:00+00:00,473584.20839,599903.796246,612
2025-10-27 20:15:00+00:00,42398.063896,394377.820686,374
2025-10-27 21:00:00+00:00,77019.14126,149126.05062,285
2025-10-27 21:45:00+00:00,289891.24641,380312.76433,533
2025-10-27 22:30:00+00:00,70997.143166,187265.999866,420
2025-10-27 23:15:00+00:00,4556.260891999999,100160.702556,455
2025-10-28 00:00:00+00:00,39956.911688,202593.883516,386
2025-10-28 00:45:00+00:00,48127.911758,92676.808186,339
2025-10-28 01:30:00+00:00,8873.86907,120723.019882,436
2025-10-28 02:15:00+00:00,7875.6220379999995,52147.85198,187
2025-10-28 03:00:00+00:00,401501.225816,488064.200426,720
2025-10-28 03:45:00+00:00,14871.773445999997,135906.514168,452
2025-10-28 04:30:00+00:00,136232.003778,347756.821582,467
2025-10-28 05:15:00+00:00,38151.644088,173743.66785600001,453
2025-10-28 06:00:00+00:00,63589.653738,204203.74577,538
2025-10-28 06:45:00+00:00,138797.015032,266898.458244,505
2025-10-28 07:30:00+00:00,212905.138662,384135.54977599997,529
2025-10-28 08:15:00+00:00,77462.759404,277902.613444,771
2025-10-28 09:00:00+00:00,68340.108052,446682.432314,912
2025-10-28 09:45:00+00:00,500437.50584,860371.297138,1013
